,Title,Year,Certificate,Runtime,Genre,IMDB,Metascore,Director,Votes,Gross
452,Jue ji,2016.0,,118,"Animation, Adventure, Fantasy",5.1,,Jingming Guo,1307.0,0.35
453,Arthur et la vengeance de Maltazard,2009.0,PG,107,"Animation, Adventure, Family",5.2,,Luc Besson,10407.0,0.35
454,The Prophet,2014.0,PG,85,"Animation, Drama",7.0,61.0,Roger Allers,4907.0,0.34
455,The Breadwinner,2017.0,PG-13,94,"Animation, Drama, Family",7.7,78.0,Nora Twomey,27253.0,0.31
456,Une vie de chat,2010.0,PG,70,"Animation, Adventure, Comedy",6.9,63.0,Jean-Loup Felicioli,11632.0,0.31
457,Avril et le monde truqué,2015.0,PG,105,"Animation, Adventure, Comedy",7.2,85.0,Christian Desmares,8169.0,0.29
458,Ernest et Célestine,2012.0,PG,80,"Animation, Adventure, Comedy",7.8,86.0,Stéphane Aubier,21492.0,0.29
459,Ma vie de Courgette,2016.0,PG-13,66,"Animation, Comedy, Drama",7.8,85.0,Claude Barras,27349.0,0.29
460,The Son of Bigfoot,2017.0,PG,92,"Animation, Adventure, Comedy",6.1,,Jeremy Degruson,7680.0,0.29
461,Saga of Tanya the Evil Movie,2019.0,Not Rated,115,"Animation, Action, Adventure",7.5,,Yutaka Uemura,1403.0,0.29
462,Kimi no suizô o tabetai,2018.0,P13,109,"Animation, Drama, Family",8.0,,Shin'ichirô Ushijima,20741.0,0.28
463,Mobile Suit Gundam Narrative,2018.0,P13,88,"Animation, Action, Drama",6.1,,Shun'ichi Yoshizawa,471.0,0.26
464,My Dog Tulip,2009.0,,83,"Animation, Drama",6.9,80.0,Paul Fierlinger,1732.0,0.25
465,Kingsglaive: Final Fantasy XV,2016.0,PG-13,110,"Animation, Action, Adventure",6.7,35.0,Takeshi Nozue,22649.0,0.23
466,Mutafukaz,2017.0,R,94,"Animation, Action, Comedy",6.7,48.0,Shôjirô Nishimi,4901.0,0.23
467,Sarusuberi: Miss Hokusai,2015.0,PG-13,93,"Animation, Biography, Drama",6.7,74.0,Keiichi Hara,3387.0,0.22
468,Jiang Ziya,2020.0,,110,"Animation, Action, Adventure",6.5,,Teng Cheng,2082.0,0.21
469,I Married a Strange Person!,1997.0,R,75,"Animation, Comedy, Drama",6.9,,Bill Plympton,2083.0,0.2
470,La planète sauvage,1973.0,,72,"Animation, Sci-Fi",7.7,73.0,René Laloux,34568.0,0.19
471,Snoopy Come Home,1972.0,,81,"Animation, Adventure, Comedy",7.4,66.0,Bill Melendez,4944.0,0.19
472,Digimon Adventure tri. 1: Saikai,2015.0,U,96,"Animation, Action, Adventure",7.3,,Keitarô Motonaga,1836.0,0.19
473,Spark: A Space Tail,2016.0,PG,91,"Animation, Action, Adventure",4.4,22.0,Aaron Woodley,1298.0,0.19
474,Sennen joyû,2001.0,PG,87,"Animation, Drama, Fantasy",7.8,70.0,Satoshi Kon,30067.0,0.19
475,Gekijou-ban Mahou Shoujo Madoka*Magica: [Zenpen] Hajimari no monogatari,2012.0,,130,"Animation, Drama, Fantasy",7.6,,Yukihiro Miyamoto,1639.0,0.18
476,Chiisana eiyû: Kani to tamago to tômei ningen,2018.0,PG,53,"Animation, Adventure, Family",6.6,,Yoshiyuki Momose,2946.0,0.18
477,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,2011.0,U,110,"Animation, Action, Adventure",6.9,54.0,Kazuya Murata,5264.0,0.18
478,Chicago 10,2007.0,R,110,"Documentary, Animation, History",7.4,69.0,Brett Morgen,1396.0,0.18
479,Evangelion Shin Gekijôban: Kyu,2012.0,,96,"Animation, Action, Drama",6.9,45.0,Mahiro Maeda,17108.0,0.17
480,Kono sekai no katasumi ni,2016.0,U,129,"Animation, Drama, Family",7.8,73.0,Sunao Katabuchi,11825.0,0.17
481,Gekijôban Fairy Tail: Dragon Cry,2017.0,,85,"Animation, Action, Adventure",6.8,,Tatsuma Minamikawa,2334.0,0.17
482,Panique au village,2009.0,U,75,"Animation, Adventure, Comedy",7.4,70.0,Stéphane Aubier,8493.0,0.17
483,Hell and Back,2015.0,(Banned),86,"Animation, Adventure, Comedy",5.3,,Tom Gianas,5186.0,0.16
484,Luis and His Friends from Outer Space,2018.0,PG,86,"Animation, Adventure, Comedy",6.0,46.0,Christoph Lauenstein,2776.0,0.15
485,The Trumpet of the Swan,2001.0,,75,"Animation, Drama, Family",5.0,27.0,Terry L. Noss,1243.0,0.15
486,Vampire Hunter D: Bloodlust,2000.0,R,103,"Animation, Action, Drama",7.6,62.0,Jack Fletcher,33787.0,0.15
487,Shrek 2 Retold,2023.0,,92,Animation,,,Grant Duffrin,,0.15
488,The Velveteen Rabbit,2009.0,,97,"Animation, Drama, Family",6.2,,Michael Landon Jr.,798.0,0.14
489,Ekkusu,1996.0,R,100,"Animation, Action, Fantasy",6.1,,Rintarô,2766.0,0.14
490,Gekijouban Psycho-Pass,2015.0,,113,"Animation, Action, Crime",7.1,,Naoyoshi Shiotani,4275.0,0.14
491,The Congress,2013.0,,122,"Animation, Drama, Sci-Fi",6.4,63.0,Ari Folman,19435.0,0.14
492,Waka okami wa shôgakusei!,2018.0,PG,94,"Animation, Adventure, Drama",7.0,70.0,Kitarô Kôsaka,2159.0,0.13
493,Evangerion shin gekijôban: Ha,2009.0,,112,"Animation, Action, Drama",7.9,46.0,Masayuki,23412.0,0.13
494,Is the Man Who Is Tall Happy?: An Animated Conversation with Noam Chomsky,2013.0,,88,"Documentary, Animation, Biography",7.1,76.0,Michel Gondry,3604.0,0.13
495,Xiao zhu pei qi guo da nian,2019.0,G,81,"Animation, Family",3.6,,Dapeng Zhang,93.0,0.13
496,O Menino e o Mundo,2013.0,PG,80,"Animation, Adventure, Family",7.5,80.0,Alê Abreu,7362.0,0.13
497,Appurushîdo,2004.0,R,101,"Animation, Action, Adventure",6.9,40.0,Shinji Aramaki,18356.0,0.13
498,Tôkyô goddofâzâzu,2003.0,PG-13,92,"Animation, Adventure, Comedy",7.8,74.0,Satoshi Kon,43580.0,0.13
499,Happy Family,2017.0,PG,93,"Animation, Comedy, Family",4.8,,Holger Tappe,5202.0,0.13
500,"Ruben Brandt, a gyujto",2018.0,R,96,"Animation, Action, Crime",7.4,75.0,Milorad Krstic,8038.0,0.12
501,Otesánek,2000.0,,132,"Animation, Comedy, Drama",7.3,74.0,Jan Svankmajer,6676.0,0.12
502,Rudolph the Red-Nosed Reindeer: The Movie,1998.0,,92,"Animation, Adventure, Family",5.8,,William R. Kowalchuk Jr.,2982.0,0.11
503,Yoake tsugeru Rû no uta,2017.0,PG,112,"Animation, Adventure, Comedy",6.8,62.0,Masaaki Yuasa,2541.0,0.11
504,Gekijouban Ano hi mita hana no namae wo bokutachi wa mada shiranai.,2013.0,,99,"Animation, Adventure, Drama",7.3,,Tatsuyuki Nagai,2620.0,0.11
505,Evangelion Shin Gekijôban: Jo,2007.0,U,98,"Animation, Action, Drama",7.6,66.0,Masayuki,26038.0,0.11
506,The Trouble with Terkel,2010.0,,87,"Animation, Comedy, Drama",7.2,,Thorbjørn Christoffersen,393.0,0.11
507,Kanashimi no Beradonna,1973.0,,86,"Animation, Drama, Fantasy",7.3,70.0,Eiichi Yamamoto,7073.0,0.11
508,Kaptein Sabeltann,2003.0,PG,75,"Animation, Family",5.5,,Stig Bergqvist,248.0,0.1
509,Kôkaku Kidôtai Shin Gekijôban,2015.0,,100,"Animation, Action, Sci-Fi",6.6,,Kazuchika Kise,4019.0,0.1
510,Jin-Rô,1999.0,,102,"Animation, Action, Drama",7.3,59.0,Hiroyuki Okiura,17847.0,0.09
511,Tower,2016.0,,82,"Documentary, Animation, Crime",7.9,92.0,Keith Maitland,8173.0,0.09
512,Eternal Spring,2022.0,,86,"Documentary, Animation",6.9,71.0,Jason Loftus,1630.0,0.09
513,American: The Bill Hicks Story,2009.0,,102,"Documentary, Animation, Biography",7.7,55.0,Matt Harlock,4959.0,0.09
514,Hao jile,2017.0,,77,"Animation, Comedy, Crime",6.5,77.0,Jian Liu,2144.0,0.08
515,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982.0,,74,"Animation, Adventure, Comedy",7.0,,Friz Freleng,2140.0,0.08
516,Samâ uôzu,2009.0,U,114,"Animation, Action, Adventure",7.4,63.0,Mamoru Hosoda,30867.0,0.08
517,Peur(s) du noir,2007.0,,83,"Animation, Horror, Mystery",6.6,69.0,Blutch,3196.0,0.08
518,Lói: Þú Flýgur Aldrei Einn,2018.0,PG,83,"Animation, Adventure, Family",5.4,,Ives Agemans,1178.0,0.08
519,Teheran Tabu,2017.0,,96,"Animation, Drama",7.1,74.0,Ali Soozandeh,4784.0,0.07
520,Gekijoban Hibike! Euphonium: Chikai no Finale,2019.0,,100,"Animation, Drama, Music",7.2,,Tatsuya Ishihara,438.0,0.07
521,A Troll in Central Park,1994.0,,76,"Animation, Adventure, Comedy",5.3,,Don Bluth,7064.0,0.07
522,The Secret Adventures of Tom Thumb,1993.0,,60,"Animation, Adventure, Drama",7.3,,Dave Borthwick,1590.0,0.07
523,2012: Time for Change,2010.0,,85,"Documentary, Animation, News",7.0,,Joao G. Amorim,373.0,0.07
524,An Oversimplification of Her Beauty,2012.0,,84,"Animation, Comedy, Drama",6.3,74.0,Terence Nance,794.0,0.07
525,My Entire High School Sinking Into the Sea,2016.0,PG-13,75,"Animation, Action, Comedy",6.1,72.0,Dash Shaw,1220.0,0.07
526,Na pude aneb Kdo má dneska narozeniny?,2009.0,PG,74,"Animation, Family, Fantasy",6.4,64.0,Jirí Barta,773.0,0.06
527,Renaissance,2006.0,R,105,"Animation, Action, Sci-Fi",6.6,57.0,Christian Volckman,16289.0,0.06
528,Gekijou-ban Mahou Shoujo Madoka*Magica: [Kouhen] Eien no monogatari,2012.0,,109,"Animation, Fantasy, Mystery",7.9,,Yukihiro Miyamoto,1598.0,0.06
529,Trigun: Badlands Rumble,2010.0,P13,90,"Animation, Action, Adventure",7.4,,Satoshi Nishimura,5707.0,0.06
530,Kirikou et la sorcière,1998.0,,71,"Animation, Adventure, Family",7.5,77.0,Michel Ocelot,10361.0,0.06
531,Digimon Adventure tri. 4: Sôshitsu,2017.0,,82,"Animation, Action, Adventure",7.1,,Cristina Valenzuela,1016.0,0.06
532,Gumby 1,1995.0,,90,"Animation, Adventure, Comedy",6.0,,Art Clokey,983.0,0.06
533,Ôritsu uchûgun Oneamisu no tsubasa,1987.0,U,121,"Animation, Drama, Sci-Fi",7.2,,Hiroyuki Yamaga,5543.0,0.06
534,Roadside Romeo,2008.0,,93,"Animation, Adventure, Comedy",4.8,,Jugal Hansraj,1601.0,0.06
535,Digimon Adventure tri. 6: Bokura no mirai,2018.0,,98,"Animation, Action, Adventure",7.1,,Cherami Leigh,871.0,0.05
536,Digimon Adventure tri. 5: Kyôsei,2017.0,,89,"Animation, Action, Adventure",6.8,,Keitarô Motonaga,898.0,0.05
537,$9.99,2008.0,R,78,"Animation, Drama, Fantasy",6.7,68.0,Tatia Rosenthal,3427.0,0.05
538,Babar: King of the Elephants,1999.0,,80,"Family, Animation",6.0,,Raymond Jafelice,573.0,0.05
539,Gedo senki,2006.0,U,115,"Animation, Adventure, Fantasy",6.3,47.0,Gorô Miyazaki,42019.0,0.05
540,Hirune-hime: Shiranai watashi no monogatari,2017.0,P13,111,"Animation, Adventure, Drama",6.3,69.0,Kenji Kamiyama,1492.0,0.05
541,Sílení,2005.0,,118,"Animation, Comedy, Drama",7.2,63.0,Jan Svankmajer,3861.0,0.05
542,Liyana,2017.0,,77,"Documentary, Animation",7.4,80.0,Aaron Kopp,375.0,0.04
543,"Psiconautas, los niños olvidados",2015.0,,76,"Animation, Drama, Sci-Fi",7.2,76.0,Pedro Rivero,2911.0,0.04
544,Moondance Alexander,2007.0,,94,"Animation, Drama, Family",6.2,,Michael Damian,1408.0,0.04
545,Mind Game,2004.0,,103,"Animation, Adventure, Comedy",7.7,66.0,Masaaki Yuasa,10196.0,0.04
546,Le grand méchant renard et autres contes...,2017.0,G,83,"Animation, Adventure, Comedy",7.4,73.0,Patrick Imbert,3454.0,0.04
547,The Films of the Brothers Quay,,,78,"Documentary, Animation",,,Stephen Quay,,0.04
548,Bai She: Yuan qi,2019.0,,99,"Animation, Action, Adventure",7.0,60.0,Amp Wong,4890.0,0.03
549,Rakuen Tsuiho: Expelled from Paradise,2014.0,,104,"Animation, Action, Adventure",6.6,,Seiji Mizushima,1799.0,0.03
